subset_size,total_cost,subset_indices,AV,CC,PAIRS,CONS,alpha_AV,alpha_CC,alpha_PAIRS,alpha_CONS
8,352270,"[1, 3, 9, 11, 5, 8, 7, 6]",2307,463,96870,106953,0.6898923444976076,0.9809322033898306,0.9468005043347375,0.9621882759365217
9,471370,"[1, 3, 9, 11, 5, 8, 7, 6, 12]",2461,465,97322,107880,0.7359449760765551,0.9851694915254238,0.9512183202525584,0.9705279067256828
10,596370,"[1, 3, 9, 11, 5, 8, 7, 6, 12, 4]",2733,469,99281,109746,0.8172846889952153,0.9936440677966102,0.9703654472061224,0.9873151246896253
9,477270,"[1, 3, 9, 11, 5, 8, 7, 6, 4]",2579,467,98855,108811,0.771232057416268,0.989406779661017,0.9662017534428665,0.9789035229767175
8,374370,"[1, 3, 9, 11, 5, 8, 7, 12]",2165,460,94340,105570,0.6474282296650717,0.9745762711864406,0.922072463909767,0.9497463024937925
9,499370,"[1, 3, 9, 11, 5, 8, 7, 12, 4]",2437,465,96951,107880,0.728767942583732,0.9851694915254238,0.9475921925854974,0.9705279067256828
8,380270,"[1, 3, 9, 11, 5, 8, 7, 4]",2283,463,96443,106953,0.6827153110047847,0.9809322033898306,0.94262703664246,0.9621882759365217
7,272370,"[1, 3, 9, 11, 5, 8, 6]",2010,456,93706,103740,0.6010765550239234,0.9661016949152542,0.9158757929099919,0.9332829536867105
8,391470,"[1, 3, 9, 11, 5, 8, 6, 12]",2164,458,94166,104653,0.6471291866028708,0.9703389830508474,0.9203718002599865,0.9414966353593148
9,516470,"[1, 3, 9, 11, 5, 8, 6, 12, 4]",2436,464,96717,107416,0.7284688995215312,0.9830508474576272,0.9453050931944132,0.9663535931483681
8,397370,"[1, 3, 9, 11, 5, 8, 6, 4]",2282,462,96283,106491,0.6824162679425837,0.9788135593220338,0.9410632079989835,0.9580319550901436
7,294470,"[1, 3, 9, 11, 5, 8, 12]",1868,452,90812,101926,0.5586124401913876,0.9576271186440678,0.8875900423211127,0.9169635467271222
8,419470,"[1, 3, 9, 11, 5, 8, 12, 4]",2140,460,94174,105570,0.6399521531100478,0.9745762711864406,0.9204499916921604,0.9497463024937925
7,300370,"[1, 3, 9, 11, 5, 8, 4]",1986,458,93636,104653,0.5938995215311005,0.9703389830508474,0.9151916178784709,0.9414966353593148
6,184370,"[1, 3, 9, 11, 5, 10]",1687,439,86636,96141,0.5044856459330144,0.9300847457627118,0.8467741147263789,0.8649195724927129
7,261370,"[1, 3, 9, 11, 5, 10, 0]",2038,456,94941,103740,0.6094497607655502,0.9661016949152542,0.9279465952518253,0.9332829536867105
8,339870,"[1, 3, 9, 11, 5, 10, 0, 2]",2038,456,94941,103740,0.6094497607655502,0.9661016949152542,0.9279465952518253,0.9332829536867105
9,419770,"[1, 3, 9, 11, 5, 10, 0, 2, 7]",2335,461,97207,106030,0.6982655502392344,0.9766949152542372,0.9500943184150596,0.9538846306092339
10,516770,"[1, 3, 9, 11, 5, 10, 0, 2, 7, 6]",2631,464,99041,107416,0.7867822966507177,0.9830508474576272,0.9680197042409078,0.9663535931483681
11,635870,"[1, 3, 9, 11, 5, 10, 0, 2, 7, 6, 12]",2785,466,99462,108345,0.8328349282296651,0.9872881355932204,0.972134528359055,0.9747112166684659
11,641770,"[1, 3, 9, 11, 5, 10, 0, 2, 7, 6, 4]",2903,465,100006,107880,0.868122009569378,0.9851694915254238,0.9774515457468748,0.9705279067256828
10,538870,"[1, 3, 9, 11, 5, 10, 0, 2, 7, 12]",2489,463,97677,106953,0.7443181818181818,0.9809322033898306,0.9546880650552716,0.9621882759365217
11,663870,"[1, 3, 9, 11, 5, 10, 0, 2, 7, 12, 4]",2761,464,98825,107416,0.8256578947368421,0.9830508474576272,0.9659085355722147,0.9663535931483681
10,544770,"[1, 3, 9, 11, 5, 10, 0, 2, 7, 4]",2607,462,98362,106491,0.7796052631578947,0.9788135593220338,0.9613832064351548,0.9580319550901436
9,436870,"[1, 3, 9, 11, 5, 10, 0, 2, 6]",2334,459,96850,105111,0.6979665071770335,0.972457627118644,0.9466050257543029,0.9456169707438195
10,555970,"[1, 3, 9, 11, 5, 10, 0, 2, 6, 12]",2488,461,97271,106030,0.7440191387559809,0.9766949152542372,0.9507198498724502,0.9538846306092339
11,680970,"[1, 3, 9, 11, 5, 10, 0, 2, 6, 12, 4]",2760,463,98546,106953,0.8253588516746412,0.9809322033898306,0.9631816093751527,0.9621882759365217
10,561870,"[1, 3, 9, 11, 5, 10, 0, 2, 6, 4]",2606,461,98129,106030,0.7793062200956937,0.9766949152542372,0.9591058809730924,0.9538846306092339
9,458970,"[1, 3, 9, 11, 5, 10, 0, 2, 12]",2192,458,95411,104653,0.6555023923444976,0.9703389830508474,0.9325403418920372,0.9414966353593148
10,583970,"[1, 3, 9, 11, 5, 10, 0, 2, 12, 4]",2464,460,96909,105570,0.7368421052631579,0.9745762711864406,0.9471816875665849,0.9497463024937925
9,464870,"[1, 3, 9, 11, 5, 10, 0, 2, 4]",2310,458,96446,104653,0.6907894736842105,0.9703389830508474,0.9426563584295251,0.9414966353593148
