subset_size,subset_indices,AV,CC,PAIRS,CONS
5,"[3, 6, 7, 8, 9]",3161,2216,1487742,2454220
5,"[3, 6, 7, 8, 10]",3099,2159,1467031,2329561
5,"[3, 6, 7, 8, 11]",4065,2539,1988181,3221991
5,"[3, 6, 7, 9, 10]",3320,2250,1502745,2530125
5,"[3, 6, 7, 9, 11]",4286,2575,2006420,3314025
5,"[3, 6, 7, 10, 11]",4224,2568,2003064,3296028
5,"[3, 6, 8, 9, 10]",2235,1792,991100,1604736
5,"[3, 6, 8, 9, 11]",3201,2078,1498326,2158003
5,"[3, 6, 8, 10, 11]",3139,2149,1503889,2308026
5,"[3, 6, 9, 10, 11]",3360,2181,1522120,2377290
5,"[3, 7, 8, 9, 10]",3169,2211,1485318,2443155
5,"[3, 7, 8, 9, 11]",4135,2564,1997792,3285766
5,"[3, 7, 8, 10, 11]",4073,2547,1992735,3242331
5,"[3, 7, 9, 10, 11]",4294,2596,2012661,3368310
5,"[3, 8, 9, 10, 11]",3209,2174,1513517,2362051
5,"[4, 5, 6, 7, 8]",2274,1651,806811,1362075
5,"[4, 5, 6, 7, 9]",2495,1771,846296,1567335
5,"[4, 5, 6, 7, 10]",2433,1665,821176,1385280
5,"[4, 5, 6, 7, 11]",3399,2354,1495963,2769481
5,"[4, 5, 6, 8, 9]",1410,1108,221025,613278
5,"[4, 5, 6, 8, 10]",1348,1045,203571,545490
5,"[4, 5, 6, 8, 11]",2314,1810,894553,1637145
5,"[4, 5, 6, 9, 10]",1569,1170,243353,683865
5,"[4, 5, 6, 9, 11]",2535,1846,914151,1702935
5,"[4, 5, 6, 10, 11]",2473,1876,916884,1758750
5,"[4, 5, 7, 8, 9]",2344,1711,825808,1462905
5,"[4, 5, 7, 8, 10]",2282,1533,796399,1174278
5,"[4, 5, 7, 8, 11]",3248,2326,1483882,2703975
5,"[4, 5, 7, 9, 10]",2503,1721,840049,1480060
5,"[4, 5, 7, 9, 11]",3469,2381,1505252,2833390
5,"[4, 5, 7, 10, 11]",3407,2349,1498293,2757726
5,"[4, 5, 8, 9, 10]",1418,1102,222674,606651
5,"[4, 5, 8, 9, 11]",2384,1830,903753,1673535
5,"[4, 5, 8, 10, 11]",2322,1848,904701,1706628
5,"[4, 5, 9, 10, 11]",2543,1902,926100,1807851
5,"[4, 6, 7, 8, 9]",2130,1705,794976,1452660
5,"[4, 6, 7, 8, 10]",2068,1607,770824,1290421
5,"[4, 6, 7, 8, 11]",3034,2311,1447609,2669205
5,"[4, 6, 7, 9, 10]",2289,1725,810237,1486950
5,"[4, 6, 7, 9, 11]",3255,2352,1467154,2764776
5,"[4, 6, 7, 10, 11]",3193,2338,1462939,2731953
5,"[4, 6, 8, 9, 10]",1204,945,152696,446040
5,"[4, 6, 8, 9, 11]",2170,1623,824599,1316253
5,"[4, 6, 8, 10, 11]",2108,1686,829555,1420455
5,"[4, 6, 9, 10, 11]",2329,1723,849120,1483503
5,"[4, 7, 8, 9, 10]",2138,1665,789759,1385280
5,"[4, 7, 8, 9, 11]",3104,2336,1456876,2727280
5,"[4, 7, 8, 10, 11]",3042,2309,1450876,2664586
5,"[4, 7, 9, 10, 11]",3263,2365,1472203,2795430
5,"[4, 8, 9, 10, 11]",2178,1707,838732,1456071
5,"[5, 6, 7, 8, 9]",2277,1742,824053,1516411
5,"[5, 6, 7, 8, 10]",2215,1651,800066,1362075
5,"[5, 6, 7, 8, 11]",3181,2315,1473509,2678455
5,"[5, 6, 7, 9, 10]",2436,1767,839451,1560261
5,"[5, 6, 7, 9, 11]",3402,2356,1493076,2774190
5,"[5, 6, 7, 10, 11]",3340,2350,1489021,2760075
5,"[5, 6, 8, 9, 10]",1351,1084,208370,586986
5,"[5, 6, 8, 9, 11]",2317,1726,877255,1488675
5,"[5, 6, 8, 10, 11]",2255,1784,881791,1590436
5,"[5, 6, 9, 10, 11]",2476,1824,901401,1662576
5,"[5, 7, 8, 9, 10]",2285,1705,818970,1452660
5,"[5, 7, 8, 9, 11]",3251,2341,1482803,2738970
5,"[5, 7, 8, 10, 11]",3189,2320,1476953,2690040
5,"[5, 7, 9, 10, 11]",3410,2379,1498312,2828631
5,"[5, 8, 9, 10, 11]",2325,1807,891005,1631721
5,"[6, 7, 8, 9, 10]",2071,1688,786325,1423828
5,"[6, 7, 8, 9, 11]",3037,2293,1441877,2627778
5,"[6, 7, 8, 10, 11]",2975,2293,1438866,2627778
5,"[6, 7, 9, 10, 11]",3196,2336,1458401,2727280
5,"[6, 8, 9, 10, 11]",2111,1559,807824,1214461
5,"[7, 8, 9, 10, 11]",3045,2319,1448130,2687721
6,"[0, 1, 2, 3, 4, 5]",2978,1908,1163499,1819278
6,"[0, 1, 2, 3, 4, 6]",2764,1956,1126383,1911990
6,"[0, 1, 2, 3, 4, 7]",3698,2122,1548307,2250381
6,"[0, 1, 2, 3, 4, 8]",2613,1859,1104749,1727011
6,"[0, 1, 2, 3, 4, 9]",2834,2007,1144460,2013021
6,"[0, 1, 2, 3, 4, 10]",2772,1871,1117871,1749385
6,"[0, 1, 2, 3, 4, 11]",3738,2386,1662760,2845305
6,"[0, 1, 2, 3, 5, 6]",2911,1996,1165012,1991010
6,"[0, 1, 2, 3, 5, 7]",3845,2128,1567552,2263128
6,"[0, 1, 2, 3, 5, 8]",2760,1900,1143387,1804050
6,"[0, 1, 2, 3, 5, 9]",2981,2047,1183097,2094081
6,"[0, 1, 2, 3, 5, 10]",2919,1915,1156339,1832655
6,"[0, 1, 2, 3, 5, 11]",3885,2420,1699626,2926990
6,"[0, 1, 2, 3, 6, 7]",3631,2216,1555544,2454220
6,"[0, 1, 2, 3, 6, 8]",2546,1919,1102544,1840321
6,"[0, 1, 2, 3, 6, 9]",2767,2013,1138232,2025078
6,"[0, 1, 2, 3, 6, 10]",2705,1943,1116438,1886653
6,"[0, 1, 2, 3, 6, 11]",3671,2367,1649208,2800161
6,"[0, 1, 2, 3, 7, 8]",3480,2115,1533946,2235555
6,"[0, 1, 2, 3, 7, 9]",3701,2264,1573459,2561716
6,"[0, 1, 2, 3, 7, 10]",3639,2126,1543837,2258875
6,"[0, 1, 2, 3, 7, 11]",4605,2604,2079317,3389106
6,"[0, 1, 2, 3, 8, 9]",2616,1974,1120698,1947351
6,"[0, 1, 2, 3, 8, 10]",2554,1848,1094844,1706628
6,"[0, 1, 2, 3, 8, 11]",3520,2352,1638853,2764776
6,"[0, 1, 2, 3, 9, 10]",2775,1990,1134456,1979055
6,"[0, 1, 2, 3, 9, 11]",3741,2389,1658445,2852466
6,"[0, 1, 2, 3, 10, 11]",3679,2366,1652527,2797795
6,"[0, 1, 2, 4, 5, 6]",1880,1263,360958,796953
6,"[0, 1, 2, 4, 5, 7]",2814,1598,894507,1276003
6,"[0, 1, 2, 4, 5, 8]",1729,1118,335842,624403
6,"[0, 1, 2, 4, 5, 9]",1950,1309,379502,856086
6,"[0, 1, 2, 4, 5, 10]",1888,1129,349552,636756
6,"[0, 1, 2, 4, 5, 11]",2854,2046,1058258,2092035
6,"[0, 1, 2, 4, 6, 7]",2600,1701,874453,1445850
6,"[0, 1, 2, 4, 6, 8]",1515,1104,280864,608856
6,"[0, 1, 2, 4, 6, 9]",1736,1231,320318,757065
6,"[0, 1, 2, 4, 6, 10]",1674,1124,295591,631126
6,"[0, 1, 2, 4, 6, 11]",2640,1950,993743,1900275
6,"[0, 1, 2, 4, 7, 8]",2449,1562,849555,1219141
6,"[0, 1, 2, 4, 7, 9]",2670,1749,892871,1528626
6,"[0, 1, 2, 4, 7, 10]",2608,1563,859883,1220703
6,"[0, 1, 2, 4, 7, 11]",3574,2390,1551278,2854855
6,"[0, 1, 2, 4, 8, 9]",1585,1152,299477,662976
6,"[0, 1, 2, 4, 8, 10]",1523,978,270492,477753
6,"[0, 1, 2, 4, 8, 11]",2489,1918,981458,1838403
6,"[0, 1, 2, 4, 9, 10]",1744,1169,314094,682696
6,"[0, 1, 2, 4, 9, 11]",2710,1958,1002372,1915903
6,"[0, 1, 2, 4, 10, 11]",2648,1943,996184,1886653
6,"[0, 1, 2, 5, 6, 7]",2747,1734,903992,1502511
6,"[0, 1, 2, 5, 6, 8]",1662,1234,336650,760761
6,"[0, 1, 2, 5, 6, 9]",1883,1357,376071,920046
6,"[0, 1, 2, 5, 6, 10]",1821,1253,351089,784378
6,"[0, 1, 2, 5, 6, 11]",2787,2045,1046129,2089990
6,"[0, 1, 2, 5, 7, 8]",2596,1599,879122,1277601
6,"[0, 1, 2, 5, 7, 9]",2817,1780,922391,1583310
6,"[0, 1, 2, 5, 7, 10]",2755,1600,889348,1279200
6,"[0, 1, 2, 5, 7, 11]",3721,2399,1577721,2876401
6,"[0, 1, 2, 5, 8, 9]",1732,1281,355253,819840
6,"[0, 1, 2, 5, 8, 10]",1670,1110,326005,615495
6,"[0, 1, 2, 5, 8, 11]",2636,2015,1033864,2029105
6,"[0, 1, 2, 5, 9, 10]",1891,1298,369584,841753
6,"[0, 1, 2, 5, 9, 11]",2857,2057,1054813,2114596
6,"[0, 1, 2, 5, 10, 11]",2795,2042,1048345,2083861
6,"[0, 1, 2, 6, 7, 8]",2382,1684,856995,1417086
6,"[0, 1, 2, 6, 7, 9]",2603,1804,896068,1626306
6,"[0, 1, 2, 6, 7, 10]",2541,1695,867917,1435665
6,"[0, 1, 2, 6, 7, 11]",3507,2400,1545810,2878800
6,"[0, 1, 2, 6, 8, 9]",1518,1167,291747,680361
6,"[0, 1, 2, 6, 8, 10]",1456,1065,267802,566580
6,"[0, 1, 2, 6, 8, 11]",2422,1887,965136,1779441
6,"[0, 1, 2, 6, 9, 10]",1677,1191,307172,708645
6,"[0, 1, 2, 6, 9, 11]",2643,1916,984270,1834570
6,"[0, 1, 2, 6, 10, 11]",2581,1916,980614,1834570
6,"[0, 1, 2, 7, 8, 9]",2452,1737,875477,1507716
6,"[0, 1, 2, 7, 8, 10]",2390,1559,843062,1214461
6,"[0, 1, 2, 7, 8, 11]",3356,2372,1533693,2812006
6,"[0, 1, 2, 7, 9, 10]",2611,1740,886269,1512930
6,"[0, 1, 2, 7, 9, 11]",3577,2417,1554573,2919736
6,"[0, 1, 2, 7, 10, 11]",3515,2385,1544653,2842920
6,"[0, 1, 2, 8, 9, 10]",1526,1113,286362,618828
6,"[0, 1, 2, 8, 9, 11]",2492,1894,973788,1792671
6,"[0, 1, 2, 8, 10, 11]",2430,1886,968371,1777555
6,"[0, 1, 2, 9, 10, 11]",2651,1929,989284,1859556
6,"[0, 1, 3, 4, 5, 6]",3182,2029,1187565,2057406
6,"[0, 1, 3, 4, 5, 7]",4116,2144,1582470,2297296
6,"[0, 1, 3, 4, 5, 8]",3031,1931,1165937,1863415
6,"[0, 1, 3, 4, 5, 9]",3252,2074,1205554,2149701
6,"[0, 1, 3, 4, 5, 10]",3190,1939,1178183,1878891
6,"[0, 1, 3, 4, 5, 11]",4156,2441,1721480,2978020
6,"[0, 1, 3, 4, 6, 7]",3902,2242,1572168,2512161
6,"[0, 1, 3, 4, 6, 8]",2817,1976,1128780,1951300
6,"[0, 1, 3, 4, 6, 9]",3038,2067,1164382,2135211
6,"[0, 1, 3, 4, 6, 10]",2976,1992,1141899,1983036
6,"[0, 1, 3, 4, 6, 11]",3942,2412,1674710,2907666
6,"[0, 1, 3, 4, 7, 8]",3751,2139,1550569,2286591
6,"[0, 1, 3, 4, 7, 9]",3972,2285,1589997,2609470
6,"[0, 1, 3, 4, 7, 10]",3910,2144,1559895,2297296
6,"[0, 1, 3, 4, 7, 11]",4876,2618,2095236,3425653
6,"[0, 1, 3, 4, 8, 9]",2887,2026,1146837,2051325
6,"[0, 1, 3, 4, 8, 10]",2825,1894,1120295,1792671
6,"[0, 1, 3, 4, 8, 11]",3791,2396,1664344,2869210
6,"[0, 1, 3, 4, 9, 10]",3046,2035,1159829,2069595
6,"[0, 1, 3, 4, 9, 11]",4012,2431,1683875,2953665
6,"[0, 1, 3, 4, 10, 11]",3950,2405,1677269,2890810
6,"[0, 1, 3, 5, 6, 7]",4049,2245,1591346,2518890
6,"[0, 1, 3, 5, 6, 8]",2964,2014,1167348,2027091
6,"[0, 1, 3, 5, 6, 9]",3185,2104,1202951,2212356
6,"[0, 1, 3, 5, 6, 10]",3123,2032,1180298,2063496
6,"[0, 1, 3, 5, 6, 11]",4089,2443,1711508,2982903
6,"[0, 1, 3, 5, 7, 8]",3898,2143,1569759,2295153
6,"[0, 1, 3, 5, 7, 9]",4119,2287,1609173,2614041
6,"[0, 1, 3, 5, 7, 10]",4057,2152,1579089,2314476
6,"[0, 1, 3, 5, 7, 11]",5023,2616,2112728,3420420
6,"[0, 1, 3, 5, 8, 9]",3034,2063,1185411,2126953
6,"[0, 1, 3, 5, 8, 10]",2972,1935,1158697,1871145
6,"[0, 1, 3, 5, 8, 11]",3938,2428,1701151,2946378
6,"[0, 1, 3, 5, 9, 10]",3193,2075,1198234,2151775
6,"[0, 1, 3, 5, 9, 11]",4159,2465,1720725,3036880
6,"[0, 1, 3, 5, 10, 11]",4097,2439,1713922,2973141
6,"[0, 1, 3, 6, 7, 8]",3684,2226,1557697,2476425
6,"[0, 1, 3, 6, 7, 9]",3905,2318,1593103,2685403
6,"[0, 1, 3, 6, 7, 10]",3843,2241,1567592,2509920
6,"[0, 1, 3, 6, 7, 11]",4809,2627,2091036,3449251
6,"[0, 1, 3, 6, 8, 9]",2820,2028,1140521,2055378
6,"[0, 1, 3, 6, 8, 10]",2758,1960,1118762,1919820
6,"[0, 1, 3, 6, 8, 11]",3724,2376,1650742,2821500
6,"[0, 1, 3, 6, 9, 10]",2979,2046,1154277,2092035
6,"[0, 1, 3, 6, 9, 11]",3945,2403,1668591,2886003
6,"[0, 1, 3, 6, 10, 11]",3883,2389,1664371,2852466
6,"[0, 1, 3, 7, 8, 9]",3754,2275,1575600,2586675
6,"[0, 1, 3, 7, 8, 10]",3692,2141,1546035,2290870
6,"[0, 1, 3, 7, 8, 11]",4658,2608,2080688,3399528
6,"[0, 1, 3, 7, 9, 10]",3913,2282,1585358,2602621
6,"[0, 1, 3, 7, 9, 11]",4879,2649,2100217,3507276
6,"[0, 1, 3, 7, 10, 11]",4817,2615,2090422,3417805
6,"[0, 1, 3, 8, 9, 10]",2828,2006,1136759,2011015
6,"[0, 1, 3, 8, 9, 11]",3794,2396,1659945,2869210
6,"[0, 1, 3, 8, 10, 11]",3732,2375,1654044,2819125
6,"[0, 1, 3, 9, 10, 11]",3953,2413,1673577,2910078
6,"[0, 1, 4, 5, 6, 7]",3018,1768,922311,1562028
6,"[0, 1, 4, 5, 6, 8]",1933,1300,364027,844350
6,"[0, 1, 4, 5, 6, 9]",2154,1417,403359,1003236
6,"[0, 1, 4, 5, 6, 10]",2092,1310,377715,857395
6,"[0, 1, 4, 5, 6, 11]",3058,2090,1072460,2183005
6,"[0, 1, 4, 5, 7, 8]",2867,1631,897442,1329265
6,"[0, 1, 4, 5, 7, 9]",3088,1811,940639,1638955
6,"[0, 1, 4, 5, 7, 10]",3026,1626,907102,1321125
6,"[0, 1, 4, 5, 7, 11]",3992,2420,1595142,2926990
6,"[0, 1, 4, 5, 8, 9]",2003,1342,382547,899811
6,"[0, 1, 4, 5, 8, 10]",1941,1166,352638,679195
6,"[0, 1, 4, 5, 8, 11]",2907,2059,1060196,2118711
6,"[0, 1, 4, 5, 9, 10]",2162,1352,396136,913276
6,"[0, 1, 4, 5, 9, 11]",3128,2100,1081091,2203950
6,"[0, 1, 4, 5, 10, 11]",3066,2081,1073953,2164240
6,"[0, 1, 4, 6, 7, 8]",2653,1731,877344,1497315
6,"[0, 1, 4, 6, 7, 9]",2874,1844,916331,1699246
6,"[0, 1, 4, 6, 7, 10]",2812,1733,887661,1500778
6,"[0, 1, 4, 6, 7, 11]",3778,2430,1565187,2951235
6,"[0, 1, 4, 6, 8, 9]",1789,1264,323337,798216
6,"[0, 1, 4, 6, 8, 10]",1727,1160,298646,672220
6,"[0, 1, 4, 6, 8, 11]",2693,1964,995688,1927666
6,"[0, 1, 4, 6, 9, 10]",1948,1278,337929,816003
6,"[0, 1, 4, 6, 9, 11]",2914,1993,1014776,1985028
6,"[0, 1, 4, 6, 10, 11]",2852,1987,1010356,1973091
6,"[0, 1, 4, 7, 8, 9]",2723,1779,895749,1581531
6,"[0, 1, 4, 7, 8, 10]",2661,1597,862815,1274406
6,"[0, 1, 4, 7, 8, 11]",3627,2401,1553072,2881200
6,"[0, 1, 4, 7, 9, 10]",2882,1776,905946,1576200
6,"[0, 1, 4, 7, 9, 11]",3848,2445,1573903,2987790
6,"[0, 1, 4, 7, 10, 11]",3786,2411,1563459,2905255
6,"[0, 1, 4, 8, 9, 10]",1797,1203,317126,723003
6,"[0, 1, 4, 8, 9, 11]",2763,1971,1004287,1941435
6,"[0, 1, 4, 8, 10, 11]",2701,1957,998113,1913946
6,"[0, 1, 4, 9, 10, 11]",2922,2000,1018980,1999000
6,"[0, 1, 5, 6, 7, 8]",2800,1761,906827,1549680
6,"[0, 1, 5, 6, 7, 9]",3021,1870,945772,1747515
6,"[0, 1, 5, 6, 7, 10]",2959,1764,917047,1554966
6,"[0, 1, 5, 6, 7, 11]",3925,2432,1591548,2956096
6,"[0, 1, 5, 6, 8, 9]",1936,1386,379026,959805
6,"[0, 1, 5, 6, 8, 10]",1874,1284,354072,823686
6,"[0, 1, 5, 6, 8, 11]",2840,2054,1048007,2108431
6,"[0, 1, 5, 6, 9, 10]",2095,1400,393335,979300
6,"[0, 1, 5, 6, 9, 11]",3061,2084,1067130,2170486
6,"[0, 1, 5, 6, 10, 11]",2999,2078,1062432,2158003
6,"[0, 1, 5, 7, 8, 9]",2870,1806,925211,1629915
6,"[0, 1, 5, 7, 8, 10]",2808,1629,892215,1326006
6,"[0, 1, 5, 7, 8, 11]",3774,2405,1579454,2890810
6,"[0, 1, 5, 7, 9, 10]",3029,1805,935314,1628110
6,"[0, 1, 5, 7, 9, 11]",3995,2450,1600306,3000025
6,"[0, 1, 5, 7, 10, 11]",3933,2418,1589784,2922153
6,"[0, 1, 5, 8, 9, 10]",1944,1326,372542,878475
6,"[0, 1, 5, 8, 9, 11]",2910,2064,1056659,2129016
6,"[0, 1, 5, 8, 10, 11]",2848,2049,1050197,2098176
6,"[0, 1, 5, 9, 10, 11]",3069,2095,1071106,2193465
6,"[0, 1, 6, 7, 8, 9]",2656,1827,898848,1668051
6,"[0, 1, 6, 7, 8, 10]",2594,1720,870739,1478340
6,"[0, 1, 6, 7, 8, 11]",3560,2406,1547539,2893215
6,"[0, 1, 6, 7, 9, 10]",2815,1830,909631,1673535
6,"[0, 1, 6, 7, 9, 11]",3781,2440,1566595,2975580
6,"[0, 1, 6, 7, 10, 11]",3719,2419,1558456,2924571
6,"[0, 1, 6, 8, 9, 10]",1730,1218,310111,741153
6,"[0, 1, 6, 8, 9, 11]",2696,1926,986139,1853775
6,"[0, 1, 6, 8, 10, 11]",2634,1925,982482,1851850
6,"[0, 1, 6, 9, 10, 11]",2855,1957,1001578,1913946
6,"[0, 1, 7, 8, 9, 10]",2664,1766,889077,1558495
6,"[0, 1, 7, 8, 9, 11]",3630,2423,1556278,2934253
6,"[0, 1, 7, 8, 10, 11]",3568,2391,1546374,2857245
6,"[0, 1, 7, 9, 10, 11]",3789,2439,1567201,2973141
6,"[0, 1, 8, 9, 10, 11]",2704,1937,991121,1875016
6,"[0, 2, 3, 4, 5, 6]",3022,2009,1179225,2017036
6,"[0, 2, 3, 4, 5, 7]",3956,2147,1579220,2303731
6,"[0, 2, 3, 4, 5, 8]",2871,1914,1157610,1830741
6,"[0, 2, 3, 4, 5, 9]",3092,2058,1197247,2116653
6,"[0, 2, 3, 4, 5, 10]",3030,1927,1170479,1855701
6,"[0, 2, 3, 4, 5, 11]",3996,2423,1713188,2934253
6,"[0, 2, 3, 4, 6, 7]",3742,2235,1567836,2496495
6,"[0, 2, 3, 4, 6, 8]",2657,1935,1118101,1871145
6,"[0, 2, 3, 4, 6, 9]",2878,2027,1153724,2053351
6,"[0, 2, 3, 4, 6, 10]",2816,1960,1132071,1919820
6,"[0, 2, 3, 4, 6, 11]",3782,2374,1664100,2816751
6,"[0, 2, 3, 4, 7, 8]",3591,2135,1546249,2278045
6,"[0, 2, 3, 4, 7, 9]",3812,2282,1585698,2602621
6,"[0, 2, 3, 4, 7, 10]",3750,2142,1555956,2293011
6,"[0, 2, 3, 4, 7, 11]",4716,2614,2090967,3415191
6,"[0, 2, 3, 4, 8, 9]",2727,1988,1136189,1975078
6,"[0, 2, 3, 4, 8, 10]",2665,1865,1110481,1738180
6,"[0, 2, 3, 4, 8, 11]",3631,2358,1653740,2778903
6,"[0, 2, 3, 4, 9, 10]",2886,2006,1150033,2011015
6,"[0, 2, 3, 4, 9, 11]",3852,2394,1673285,2864421
6,"[0, 2, 3, 4, 10, 11]",3790,2376,1667511,2821500
6,"[0, 2, 3, 5, 6, 7]",3889,2245,1588001,2518890
6,"[0, 2, 3, 5, 6, 8]",2804,1989,1158475,1977066
6,"[0, 2, 3, 5, 6, 9]",3025,2081,1194097,2164240
6,"[0, 2, 3, 5, 6, 10]",2963,2013,1172116,2025078
6,"[0, 2, 3, 5, 6, 11]",3929,2419,1702678,2924571
6,"[0, 2, 3, 5, 7, 8]",3738,2146,1566426,2301585
6,"[0, 2, 3, 5, 7, 9]",3959,2291,1605861,2623195
6,"[0, 2, 3, 5, 7, 10]",3897,2156,1576051,2323090
6,"[0, 2, 3, 5, 7, 11]",4863,2617,2109424,3423036
6,"[0, 2, 3, 5, 8, 9]",2874,2042,1176571,2083861
6,"[0, 2, 3, 5, 8, 10]",2812,1919,1150529,1840321
6,"[0, 2, 3, 5, 8, 11]",3778,2404,1692331,2888406
6,"[0, 2, 3, 5, 9, 10]",3033,2060,1190086,2120770
6,"[0, 2, 3, 5, 9, 11]",3999,2443,1711917,2982903
6,"[0, 2, 3, 5, 10, 11]",3937,2421,1705788,2929410
6,"[0, 2, 3, 6, 7, 8]",3524,2221,1553283,2465310
6,"[0, 2, 3, 6, 7, 9]",3745,2314,1588711,2676141
6,"[0, 2, 3, 6, 7, 10]",3683,2238,1563569,2503203
6,"[0, 2, 3, 6, 7, 11]",4649,2623,2086684,3438753
6,"[0, 2, 3, 6, 8, 9]",2660,1982,1129204,1963171
6,"[0, 2, 3, 6, 8, 10]",2598,1922,1108343,1846081
6,"[0, 2, 3, 6, 8, 11]",3564,2330,1639477,2713285
6,"[0, 2, 3, 6, 9, 10]",2819,2010,1143880,2019045
6,"[0, 2, 3, 6, 9, 11]",3785,2358,1657337,2778903
6,"[0, 2, 3, 6, 10, 11]",3723,2353,1654020,2767128
6,"[0, 2, 3, 7, 8, 9]",3594,2273,1571217,2582128
6,"[0, 2, 3, 7, 8, 10]",3532,2141,1542025,2290870
6,"[0, 2, 3, 7, 8, 11]",4498,2604,2076341,3389106
6,"[0, 2, 3, 7, 9, 10]",3753,2282,1581367,2602621
6,"[0, 2, 3, 7, 9, 11]",4719,2646,2095885,3499335
6,"[0, 2, 3, 7, 10, 11]",4657,2613,2086461,3412578
6,"[0, 2, 3, 8, 9, 10]",2668,1972,1126373,1943406
6,"[0, 2, 3, 8, 9, 11]",3634,2351,1648700,2762425
6,"[0, 2, 3, 8, 10, 11]",3572,2339,1643700,2734291
6,"[0, 2, 3, 9, 10, 11]",3793,2378,1663247,2826253
6,"[0, 2, 4, 5, 6, 7]",2858,1765,918413,1556730
6,"[0, 2, 4, 5, 6, 8]",1773,1267,354572,802011
6,"[0, 2, 4, 5, 6, 9]",1994,1387,393932,961191
6,"[0, 2, 4, 5, 6, 10]",1932,1285,368923,824970
6,"[0, 2, 4, 5, 6, 11]",2898,2060,1063105,2120770
6,"[0, 2, 4, 5, 7, 8]",2707,1630,893550,1327635
6,"[0, 2, 4, 5, 7, 9]",2928,1811,936772,1638955
6,"[0, 2, 4, 5, 7, 10]",2866,1629,903523,1326006
6,"[0, 2, 4, 5, 7, 11]",3832,2418,1591324,2922153
6,"[0, 2, 4, 5, 8, 9]",1843,1311,373121,858705
6,"[0, 2, 4, 5, 8, 10]",1781,1143,343854,652653
6,"[0, 2, 4, 5, 8, 11]",2747,2030,1050848,2059435
6,"[0, 2, 4, 5, 9, 10]",2002,1329,387374,882456
6,"[0, 2, 4, 5, 9, 11]",2968,2071,1071755,2143485
6,"[0, 2, 4, 5, 10, 11]",2906,2057,1065250,2114596
6,"[0, 2, 4, 6, 7, 8]",2493,1714,872176,1468041
6,"[0, 2, 4, 6, 7, 9]",2714,1831,911194,1675365
6,"[0, 2, 4, 6, 7, 10]",2652,1723,882917,1483503
6,"[0, 2, 4, 6, 7, 11]",3618,2418,1560144,2922153
6,"[0, 2, 4, 6, 8, 9]",1629,1200,311245,719400
6,"[0, 2, 4, 6, 8, 10]",1567,1107,287454,612171
6,"[0, 2, 4, 6, 8, 11]",2533,1907,983727,1817371
6,"[0, 2, 4, 6, 9, 10]",1788,1229,326766,754606
6,"[0, 2, 4, 6, 9, 11]",2754,1936,1002828,1873080
6,"[0, 2, 4, 6, 10, 11]",2692,1940,999300,1880830
6,"[0, 2, 4, 7, 8, 9]",2563,1764,890610,1554966
6,"[0, 2, 4, 7, 8, 10]",2501,1588,858076,1260078
6,"[0, 2, 4, 7, 8, 11]",3467,2390,1548035,2854855
6,"[0, 2, 4, 7, 9, 10]",2722,1768,901232,1562028
6,"[0, 2, 4, 7, 9, 11]",3688,2434,1568879,2960961
6,"[0, 2, 4, 7, 10, 11]",3626,2402,1558823,2883601
6,"[0, 2, 4, 8, 9, 10]",1637,1152,305963,662976
6,"[0, 2, 4, 8, 9, 11]",2603,1913,992342,1828828
6,"[0, 2, 4, 8, 10, 11]",2541,1911,987065,1825005
6,"[0, 2, 4, 9, 10, 11]",2762,1953,1007942,1906128
6,"[0, 2, 5, 6, 7, 8]",2640,1760,902850,1547920
6,"[0, 2, 5, 6, 7, 9]",2861,1872,941824,1751256
6,"[0, 2, 5, 6, 7, 10]",2799,1767,913393,1560261
6,"[0, 2, 5, 6, 7, 11]",3765,2432,1587657,2956096
6,"[0, 2, 5, 6, 8, 9]",1776,1350,369023,910575
6,"[0, 2, 5, 6, 8, 10]",1714,1254,344782,785631
6,"[0, 2, 5, 6, 8, 11]",2680,2019,1038089,2037171
6,"[0, 2, 5, 6, 9, 10]",1935,1374,384074,943251
6,"[0, 2, 5, 6, 9, 11]",2901,2050,1057223,2100225
6,"[0, 2, 5, 6, 10, 11]",2839,2050,1053237,2100225
6,"[0, 2, 5, 7, 8, 9]",2710,1807,921263,1631721
6,"[0, 2, 5, 7, 8, 10]",2648,1634,888568,1334161
6,"[0, 2, 5, 7, 8, 11]",3614,2406,1575569,2893215
6,"[0, 2, 5, 7, 9, 10]",2869,1810,931690,1637145
6,"[0, 2, 5, 7, 9, 11]",3835,2451,1596434,3002475
6,"[0, 2, 5, 7, 10, 11]",3773,2420,1586204,2926990
6,"[0, 2, 5, 8, 9, 10]",1784,1299,363283,843051
6,"[0, 2, 5, 8, 9, 11]",2750,2030,1046760,2059435
6,"[0, 2, 5, 8, 10, 11]",2688,2022,1041010,2043231
6,"[0, 2, 5, 9, 10, 11]",2909,2068,1061931,2137278
6,"[0, 2, 6, 7, 8, 9]",2496,1816,893629,1648020
6,"[0, 2, 6, 7, 8, 10]",2434,1712,865925,1464616
6,"[0, 2, 6, 7, 8, 11]",3400,2398,1542429,2874003
6,"[0, 2, 6, 7, 9, 10]",2655,1826,904847,1666225
6,"[0, 2, 6, 7, 9, 11]",3621,2432,1561499,2956096
6,"[0, 2, 6, 7, 10, 11]",3559,2413,1553757,2910078
6,"[0, 2, 6, 8, 9, 10]",1570,1160,298299,672220
6,"[0, 2, 6, 8, 9, 11]",2536,1861,973481,1730730
