subset_size,subset_indices,AV,CC,PAIRS,CONS
7,"[2, 3, 4, 6, 7, 10, 11]",4571,2599,2025546,3376101
7,"[2, 3, 4, 6, 8, 9, 10]",2582,1929,1029697,1859556
7,"[2, 3, 4, 6, 8, 9, 11]",3548,2238,1538130,2503203
7,"[2, 3, 4, 6, 8, 10, 11]",3486,2274,1541714,2584401
7,"[2, 3, 4, 6, 9, 10, 11]",3707,2304,1559899,2653056
7,"[2, 3, 4, 7, 8, 9, 10]",3516,2259,1508594,2550411
7,"[2, 3, 4, 7, 8, 9, 11]",4482,2608,2021401,3399528
7,"[2, 3, 4, 7, 8, 10, 11]",4420,2581,2015249,3329490
7,"[2, 3, 4, 7, 9, 10, 11]",4641,2626,2035122,3446625
7,"[2, 3, 4, 8, 9, 10, 11]",3556,2297,1551310,2636956
7,"[2, 3, 5, 6, 7, 8, 9]",3655,2281,1530728,2600340
7,"[2, 3, 5, 6, 7, 8, 10]",3593,2220,1509163,2463090
7,"[2, 3, 5, 6, 7, 8, 11]",4559,2581,2028664,3329490
7,"[2, 3, 5, 6, 7, 9, 10]",3814,2308,1544818,2662278
7,"[2, 3, 5, 6, 7, 9, 11]",4780,2616,2046884,3420420
7,"[2, 3, 5, 6, 7, 10, 11]",4718,2605,2042655,3391710
7,"[2, 3, 5, 6, 8, 9, 10]",2729,1978,1068033,1955253
7,"[2, 3, 5, 6, 8, 9, 11]",3695,2279,1574942,2595781
7,"[2, 3, 5, 6, 8, 10, 11]",3633,2312,1578243,2671516
7,"[2, 3, 5, 6, 9, 10, 11]",3854,2346,1596481,2750685
7,"[2, 3, 5, 7, 8, 9, 10]",3663,2272,1527416,2579856
7,"[2, 3, 5, 7, 8, 9, 11]",4629,2607,2038277,3396921
7,"[2, 3, 5, 7, 8, 10, 11]",4567,2586,2032350,3342405
7,"[2, 3, 5, 7, 9, 10, 11]",4788,2634,2052262,3467661
7,"[2, 3, 5, 8, 9, 10, 11]",3703,2339,1587880,2734291
7,"[2, 3, 6, 7, 8, 9, 10]",3449,2273,1505901,2582128
7,"[2, 3, 6, 7, 8, 9, 11]",4415,2588,2008704,3347578
7,"[2, 3, 6, 7, 8, 10, 11]",4353,2580,2005355,3326910
7,"[2, 3, 6, 7, 9, 10, 11]",4574,2616,2023534,3420420
7,"[2, 3, 6, 8, 9, 10, 11]",3489,2205,1524623,2429910
7,"[2, 3, 7, 8, 9, 10, 11]",4423,2607,2014945,3396921
7,"[2, 4, 5, 6, 7, 8, 9]",2624,1816,850224,1648020
7,"[2, 4, 5, 6, 7, 8, 10]",2562,1714,825145,1468041
7,"[2, 4, 5, 6, 7, 8, 11]",3528,2373,1498694,2814378
7,"[2, 4, 5, 6, 7, 9, 10]",2783,1830,864494,1673535
7,"[2, 4, 5, 6, 7, 9, 11]",3749,2413,1518226,2910078
7,"[2, 4, 5, 6, 7, 10, 11]",3687,2395,1513066,2866815
7,"[2, 4, 5, 6, 8, 9, 10]",1698,1227,247520,752151
7,"[2, 4, 5, 6, 8, 9, 11]",2664,1875,917096,1756875
7,"[2, 4, 5, 6, 8, 10, 11]",2602,1905,919826,1813560
7,"[2, 4, 5, 6, 9, 10, 11]",2823,1942,939389,1884711
7,"[2, 4, 5, 7, 8, 9, 10]",2632,1772,844044,1569106
7,"[2, 4, 5, 7, 8, 9, 11]",3598,2400,1507980,2878800
7,"[2, 4, 5, 7, 8, 10, 11]",3536,2370,1501039,2807265
7,"[2, 4, 5, 7, 9, 10, 11]",3757,2425,1522356,2939100
7,"[2, 4, 5, 8, 9, 10, 11]",2672,1929,929031,1859556
7,"[2, 4, 6, 7, 8, 9, 10]",2418,1770,814158,1565565
7,"[2, 4, 6, 7, 8, 9, 11]",3384,2371,1469866,2809635
7,"[2, 4, 6, 7, 8, 10, 11]",3322,2356,1465657,2774190
7,"[2, 4, 6, 7, 9, 10, 11]",3543,2397,1485153,2871606
7,"[2, 4, 6, 8, 9, 10, 11]",2458,1751,852044,1532125
7,"[2, 4, 7, 8, 9, 10, 11]",3392,2383,1474918,2838153
7,"[2, 5, 6, 7, 8, 9, 10]",2565,1818,843436,1651653
7,"[2, 5, 6, 7, 8, 9, 11]",3531,2382,1495862,2835771
7,"[2, 5, 6, 7, 8, 10, 11]",3469,2374,1491804,2816751
7,"[2, 5, 6, 7, 9, 10, 11]",3690,2416,1511329,2917320
7,"[2, 5, 6, 8, 9, 10, 11]",2605,1859,904395,1727011
7,"[2, 5, 7, 8, 9, 10, 11]",3539,2402,1501090,2883601
7,"[2, 6, 7, 8, 9, 10, 11]",3325,2359,1461165,2781261
7,"[3, 4, 5, 6, 7, 8, 9]",3926,2315,1551738,2678455
7,"[3, 4, 5, 6, 7, 8, 10]",3864,2245,1529152,2518890
7,"[3, 4, 5, 6, 7, 8, 11]",4830,2607,2049042,3396921
7,"[3, 4, 5, 6, 7, 9, 10]",4085,2328,1564719,2708628
7,"[3, 4, 5, 6, 7, 9, 11]",5051,2639,2067194,3480841
7,"[3, 4, 5, 6, 7, 10, 11]",4989,2620,2061946,3430890
7,"[3, 4, 5, 6, 8, 9, 10]",3000,2042,1100145,2083861
7,"[3, 4, 5, 6, 8, 9, 11]",3966,2358,1608078,2778903
7,"[3, 4, 5, 6, 8, 10, 11]",3904,2370,1609712,2807265
7,"[3, 4, 5, 6, 9, 10, 11]",4125,2400,1627879,2878800
7,"[3, 4, 5, 7, 8, 9, 10]",3934,2292,1547335,2625486
7,"[3, 4, 5, 7, 8, 9, 11]",4900,2630,2058602,3457135
7,"[3, 4, 5, 7, 8, 10, 11]",4838,2602,2051657,3383901
7,"[3, 4, 5, 7, 9, 10, 11]",5059,2646,2071505,3499335
7,"[3, 4, 5, 8, 9, 10, 11]",3974,2393,1619293,2862028
7,"[3, 4, 6, 7, 8, 9, 10]",3720,2308,1528200,2662278
7,"[3, 4, 6, 7, 8, 9, 11]",4686,2622,2031420,3436131
7,"[3, 4, 6, 7, 8, 10, 11]",4624,2606,2026988,3394315
7,"[3, 4, 6, 7, 9, 10, 11]",4845,2639,2045104,3480841
7,"[3, 4, 6, 8, 9, 10, 11]",3760,2310,1561459,2666895
7,"[3, 4, 7, 8, 9, 10, 11]",4694,2630,2036530,3457135
7,"[3, 5, 6, 7, 8, 9, 10]",3867,2319,1546961,2687721
7,"[3, 5, 6, 7, 8, 9, 11]",4833,2618,2048235,3425653
7,"[3, 5, 6, 7, 8, 10, 11]",4771,2609,2044030,3402136
7,"[3, 5, 6, 7, 9, 10, 11]",4992,2644,2062183,3494046
7,"[3, 5, 6, 8, 9, 10, 11]",3907,2346,1597955,2750685
7,"[3, 5, 7, 8, 9, 10, 11]",4841,2635,2053602,3470295
7,"[3, 6, 7, 8, 9, 10, 11]",4627,2618,2024872,3425653
7,"[4, 5, 6, 7, 8, 9, 10]",2836,1858,867378,1725153
7,"[4, 5, 6, 7, 8, 9, 11]",3802,2422,1520018,2931831
7,"[4, 5, 6, 7, 8, 10, 11]",3740,2404,1514873,2888406
7,"[4, 5, 6, 7, 9, 10, 11]",3961,2444,1534348,2985346
7,"[4, 5, 6, 8, 9, 10, 11]",2876,1952,941331,1904176
7,"[4, 5, 7, 8, 9, 10, 11]",3810,2431,1524131,2953665
7,"[4, 6, 7, 8, 9, 10, 11]",3596,2405,1486935,2890810
7,"[5, 6, 7, 8, 9, 10, 11]",3743,2418,1513034,2922153
8,"[0, 1, 2, 3, 4, 5, 6, 7]",4396,2267,1606988,2568511
8,"[0, 1, 2, 3, 4, 5, 6, 8]",3311,2052,1190611,2104326
8,"[0, 1, 2, 3, 4, 5, 6, 9]",3532,2138,1226148,2284453
8,"[0, 1, 2, 3, 4, 5, 6, 10]",3470,2063,1202877,2126953
8,"[0, 1, 2, 3, 4, 5, 6, 11]",4436,2468,1734004,3044278
8,"[0, 1, 2, 3, 4, 5, 7, 8]",4245,2169,1585422,2351196
8,"[0, 1, 2, 3, 4, 5, 7, 9]",4466,2310,1624779,2666895
8,"[0, 1, 2, 3, 4, 5, 7, 10]",4404,2172,1594232,2357706
8,"[0, 1, 2, 3, 4, 5, 7, 11]",5370,2628,2127643,3451878
8,"[0, 1, 2, 3, 4, 5, 8, 9]",3381,2100,1208624,2203950
8,"[0, 1, 2, 3, 4, 5, 8, 10]",3319,1970,1181301,1939465
8,"[0, 1, 2, 3, 4, 5, 8, 11]",4285,2453,1723655,3007378
8,"[0, 1, 2, 3, 4, 5, 9, 10]",3540,2106,1220773,2216565
8,"[0, 1, 2, 3, 4, 5, 9, 11]",4506,2489,1743178,3096316
8,"[0, 1, 2, 3, 4, 5, 10, 11]",4444,2460,1735758,3024570
8,"[0, 1, 2, 3, 4, 6, 7, 8]",4031,2256,1575022,2543640
8,"[0, 1, 2, 3, 4, 6, 7, 9]",4252,2345,1610370,2748340
8,"[0, 1, 2, 3, 4, 6, 7, 10]",4190,2265,1584374,2563980
8,"[0, 1, 2, 3, 4, 6, 7, 11]",5156,2643,2107582,3491403
8,"[0, 1, 2, 3, 4, 6, 8, 9]",3167,2087,1167378,2176741
8,"[0, 1, 2, 3, 4, 6, 8, 10]",3105,2014,1144931,2027091
8,"[0, 1, 2, 3, 4, 6, 8, 11]",4071,2423,1676861,2934253
8,"[0, 1, 2, 3, 4, 6, 9, 10]",3326,2098,1180390,2199753
8,"[0, 1, 2, 3, 4, 6, 9, 11]",4292,2449,1694666,2997576
8,"[0, 1, 2, 3, 4, 6, 10, 11]",4230,2431,1689751,2953665
8,"[0, 1, 2, 3, 4, 7, 8, 9]",4101,2305,1592885,2655360
8,"[0, 1, 2, 3, 4, 7, 8, 10]",4039,2169,1562843,2351196
8,"[0, 1, 2, 3, 4, 7, 8, 11]",5005,2624,2097244,3441376
8,"[0, 1, 2, 3, 4, 7, 9, 10]",4260,2307,1602110,2659971
8,"[0, 1, 2, 3, 4, 7, 9, 11]",5226,2664,2116727,3547116
8,"[0, 1, 2, 3, 4, 7, 10, 11]",5164,2628,2106451,3451878
8,"[0, 1, 2, 3, 4, 8, 9, 10]",3175,2060,1162885,2120770
8,"[0, 1, 2, 3, 4, 8, 9, 11]",4141,2441,1686016,2978020
8,"[0, 1, 2, 3, 4, 8, 10, 11]",4079,2416,1679429,2917320
8,"[0, 1, 2, 3, 4, 9, 10, 11]",4300,2453,1698918,3007378
8,"[0, 1, 2, 3, 5, 6, 7, 8]",4178,2260,1594235,2552670
8,"[0, 1, 2, 3, 5, 6, 7, 9]",4399,2347,1629571,2753031
8,"[0, 1, 2, 3, 5, 6, 7, 10]",4337,2272,1603590,2579856
8,"[0, 1, 2, 3, 5, 6, 7, 11]",5303,2641,2125101,3486120
8,"[0, 1, 2, 3, 5, 6, 8, 9]",3314,2124,1205978,2254626
8,"[0, 1, 2, 3, 5, 6, 8, 10]",3252,2054,1183356,2108431
8,"[0, 1, 2, 3, 5, 6, 8, 11]",4218,2454,1713695,3009831
8,"[0, 1, 2, 3, 5, 6, 9, 10]",3473,2137,1218819,2282316
8,"[0, 1, 2, 3, 5, 6, 9, 11]",4439,2482,1731544,3078921
8,"[0, 1, 2, 3, 5, 6, 10, 11]",4377,2464,1726431,3034416
8,"[0, 1, 2, 3, 5, 7, 8, 9]",4248,2307,1612094,2659971
8,"[0, 1, 2, 3, 5, 7, 8, 10]",4186,2177,1582066,2368576
8,"[0, 1, 2, 3, 5, 7, 8, 11]",5152,2623,2114775,3438753
8,"[0, 1, 2, 3, 5, 7, 9, 10]",4407,2313,1621323,2673828
8,"[0, 1, 2, 3, 5, 7, 9, 11]",5373,2664,2134287,3547116
8,"[0, 1, 2, 3, 5, 7, 10, 11]",5311,2630,2124000,3457135
8,"[0, 1, 2, 3, 5, 8, 9, 10]",3322,2099,1201314,2201851
8,"[0, 1, 2, 3, 5, 8, 9, 11]",4288,2475,1722901,3061575
8,"[0, 1, 2, 3, 5, 8, 10, 11]",4226,2450,1716112,3000025
8,"[0, 1, 2, 3, 5, 9, 10, 11]",4447,2489,1735646,3096316
8,"[0, 1, 2, 3, 6, 7, 8, 9]",4034,2332,1595945,2717946
8,"[0, 1, 2, 3, 6, 7, 8, 10]",3972,2257,1570478,2545896
8,"[0, 1, 2, 3, 6, 7, 8, 11]",4938,2632,2093052,3462396
8,"[0, 1, 2, 3, 6, 7, 9, 10]",4193,2341,1605728,2738970
8,"[0, 1, 2, 3, 6, 7, 9, 11]",5159,2664,2110857,3547116
8,"[0, 1, 2, 3, 6, 7, 10, 11]",5097,2638,2102756,3478203
8,"[0, 1, 2, 3, 6, 8, 9, 10]",3108,2067,1157299,2135211
8,"[0, 1, 2, 3, 6, 8, 9, 11]",4074,2414,1670764,2912491
8,"[0, 1, 2, 3, 6, 8, 10, 11]",4012,2401,1666551,2881200
8,"[0, 1, 2, 3, 6, 9, 10, 11]",4233,2429,1684362,2948806
8,"[0, 1, 2, 3, 7, 8, 9, 10]",4042,2303,1588276,2650753
8,"[0, 1, 2, 3, 7, 8, 9, 11]",5008,2654,2102229,3520531
8,"[0, 1, 2, 3, 7, 8, 10, 11]",4946,2621,2092458,3433510
8,"[0, 1, 2, 3, 7, 9, 10, 11]",5167,2663,2111934,3544453
8,"[0, 1, 2, 3, 8, 9, 10, 11]",4082,2423,1675745,2934253
8,"[0, 1, 2, 4, 5, 6, 7, 8]",3147,1803,925948,1624503
8,"[0, 1, 2, 4, 5, 6, 7, 9]",3368,1912,964858,1826916
8,"[0, 1, 2, 4, 5, 6, 7, 10]",3306,1803,935637,1624503
8,"[0, 1, 2, 4, 5, 6, 7, 11]",4272,2458,1609682,3019653
8,"[0, 1, 2, 4, 5, 6, 8, 9]",2283,1456,407133,1059240
8,"[0, 1, 2, 4, 5, 6, 8, 10]",2221,1352,381521,913276
8,"[0, 1, 2, 4, 5, 6, 8, 11]",3187,2104,1075052,2212356
8,"[0, 1, 2, 4, 5, 6, 9, 10]",2442,1466,420735,1073845
8,"[0, 1, 2, 4, 5, 6, 9, 11]",3408,2133,1094136,2273778
8,"[0, 1, 2, 4, 5, 6, 10, 11]",3346,2123,1088763,2252503
8,"[0, 1, 2, 4, 5, 7, 8, 9]",3217,1849,944306,1708476
8,"[0, 1, 2, 4, 5, 7, 8, 10]",3155,1673,910830,1398628
8,"[0, 1, 2, 4, 5, 7, 8, 11]",4121,2432,1597602,2956096
8,"[0, 1, 2, 4, 5, 7, 9, 10]",3376,1847,953888,1704781
8,"[0, 1, 2, 4, 5, 7, 9, 11]",4342,2476,1618421,3064050
8,"[0, 1, 2, 4, 5, 7, 10, 11]",4280,2442,1607403,2980461
8,"[0, 1, 2, 4, 5, 8, 9, 10]",2291,1394,399961,970921
8,"[0, 1, 2, 4, 5, 8, 9, 11]",3257,2113,1083675,2231328
8,"[0, 1, 2, 4, 5, 8, 10, 11]",3195,2096,1076552,2195560
8,"[0, 1, 2, 4, 5, 9, 10, 11]",3416,2139,1097416,2286591
8,"[0, 1, 2, 4, 6, 7, 8, 9]",3003,1877,919923,1760626
8,"[0, 1, 2, 4, 6, 7, 8, 10]",2941,1769,891298,1563796
8,"[0, 1, 2, 4, 6, 7, 8, 11]",3907,2439,1567617,2973141
8,"[0, 1, 2, 4, 6, 7, 9, 10]",3162,1879,930150,1764381
8,"[0, 1, 2, 4, 6, 7, 9, 11]",4128,2472,1586639,3054156
8,"[0, 1, 2, 4, 6, 7, 10, 11]",4066,2449,1577971,2997576
8,"[0, 1, 2, 4, 6, 8, 9, 10]",2077,1317,341692,866586
8,"[0, 1, 2, 4, 6, 8, 9, 11]",3043,2007,1017351,2013021
8,"[0, 1, 2, 4, 6, 8, 10, 11]",2981,2001,1012937,2001000
8,"[0, 1, 2, 4, 6, 9, 10, 11]",3202,2032,1031997,2063496
8,"[0, 1, 2, 4, 7, 8, 9, 10]",3011,1816,909613,1648020
8,"[0, 1, 2, 4, 7, 8, 9, 11]",3977,2455,1576333,3012285
8,"[0, 1, 2, 4, 7, 8, 10, 11]",3915,2423,1565913,2934253
8,"[0, 1, 2, 4, 7, 9, 10, 11]",4136,2468,1586701,3044278
8,"[0, 1, 2, 4, 8, 9, 10, 11]",3051,2013,1021553,2025078
8,"[0, 1, 2, 5, 6, 7, 8, 9]",3150,1907,949412,1817371
8,"[0, 1, 2, 5, 6, 7, 8, 10]",3088,1803,920723,1624503
8,"[0, 1, 2, 5, 6, 7, 8, 11]",4054,2445,1594027,2987790
8,"[0, 1, 2, 5, 6, 7, 9, 10]",3309,1909,959542,1821186
8,"[0, 1, 2, 5, 6, 7, 9, 11]",4275,2478,1613070,3069003
8,"[0, 1, 2, 5, 6, 7, 10, 11]",4213,2457,1604324,3017196
8,"[0, 1, 2, 5, 6, 8, 9, 10]",2224,1441,397132,1037520
8,"[0, 1, 2, 5, 6, 8, 9, 11]",3190,2101,1069750,2206050
8,"[0, 1, 2, 5, 6, 8, 10, 11]",3128,2094,1065048,2191371
8,"[0, 1, 2, 5, 6, 9, 10, 11]",3349,2127,1084149,2261001
8,"[0, 1, 2, 5, 7, 8, 9, 10]",3158,1847,939018,1704781
8,"[0, 1, 2, 5, 7, 8, 9, 11]",4124,2463,1602783,3031953
8,"[0, 1, 2, 5, 7, 8, 10, 11]",4062,2432,1592276,2956096
8,"[0, 1, 2, 5, 7, 9, 10, 11]",4283,2479,1613092,3071481
8,"[0, 1, 2, 5, 8, 9, 10, 11]",3198,2109,1073712,2222886
8,"[0, 1, 2, 6, 7, 8, 9, 10]",2944,1868,913267,1743778
8,"[0, 1, 2, 6, 7, 8, 9, 11]",3910,2453,1569056,3007378
8,"[0, 1, 2, 6, 7, 8, 10, 11]",3848,2431,1560923,2953665
8,"[0, 1, 2, 6, 7, 9, 10, 11]",4069,2467,1579945,3041811
8,"[0, 1, 2, 6, 8, 9, 10, 11]",2984,1974,1004189,1947351
8,"[0, 1, 2, 7, 8, 9, 10, 11]",3918,2451,1569666,3002475
8,"[0, 1, 3, 4, 5, 6, 7, 8]",4449,2279,1609156,2595781
8,"[0, 1, 3, 4, 5, 6, 7, 9]",4670,2363,1644408,2790703
8,"[0, 1, 3, 4, 5, 6, 7, 10]",4608,2285,1617969,2609470
8,"[0, 1, 3, 4, 5, 6, 7, 11]",5574,2651,2139353,3512575
8,"[0, 1, 3, 4, 5, 6, 8, 9]",3585,2153,1228431,2316628
8,"[0, 1, 3, 4, 5, 6, 8, 10]",3523,2080,1205200,2162160
8,"[0, 1, 3, 4, 5, 6, 8, 11]",4489,2476,1735533,3064050
8,"[0, 1, 3, 4, 5, 6, 9, 10]",3744,2160,1240576,2331720
8,"[0, 1, 3, 4, 5, 6, 9, 11]",4710,2502,1753314,3128751
8,"[0, 1, 3, 4, 5, 6, 10, 11]",4648,2482,1747591,3078921
8,"[0, 1, 3, 4, 5, 7, 8, 9]",4519,2322,1626933,2694681
8,"[0, 1, 3, 4, 5, 7, 8, 10]",4457,2188,1596445,2392578
8,"[0, 1, 3, 4, 5, 7, 8, 11]",5423,2633,2129029,3465028
8,"[0, 1, 3, 4, 5, 7, 9, 10]",4678,2323,1635627,2697003
8,"[0, 1, 3, 4, 5, 7, 9, 11]",5644,2671,2148479,3565785
8,"[0, 1, 3, 4, 5, 7, 10, 11]",5582,2637,2137738,3475566
8,"[0, 1, 3, 4, 5, 8, 9, 10]",3593,2121,1223073,2248260
8,"[0, 1, 3, 4, 5, 8, 9, 11]",4559,2495,1744672,3111265
8,"[0, 1, 3, 4, 5, 8, 10, 11]",4497,2468,1737274,3044278
8,"[0, 1, 3, 4, 5, 9, 10, 11]",4718,2505,1756745,3136260
8,"[0, 1, 3, 4, 6, 7, 8, 9]",4305,2355,1612483,2771835
8,"[0, 1, 3, 4, 6, 7, 8, 10]",4243,2277,1586539,2591226
8,"[0, 1, 3, 4, 6, 7, 8, 11]",5209,2647,2108959,3501981
8,"[0, 1, 3, 4, 6, 7, 9, 10]",4464,2359,1621711,2781261
8,"[0, 1, 3, 4, 6, 7, 9, 11]",5430,2677,2126701,3581826
8,"[0, 1, 3, 4, 6, 7, 10, 11]",5368,2650,2118126,3509925
8,"[0, 1, 3, 4, 6, 8, 9, 10]",3379,2112,1182660,2229216
8,"[0, 1, 3, 4, 6, 8, 9, 11]",4345,2456,1696166,3014740
8,"[0, 1, 3, 4, 6, 8, 10, 11]",4283,2439,1691269,2973141
8,"[0, 1, 3, 4, 6, 9, 10, 11]",4504,2466,1709024,3039345
8,"[0, 1, 3, 4, 7, 8, 9, 10]",4313,2320,1604262,2690040
8,"[0, 1, 3, 4, 7, 8, 9, 11]",5279,2667,2118076,3555111
8,"[0, 1, 3, 4, 7, 8, 10, 11]",5217,2633,2107831,3465028
8,"[0, 1, 3, 4, 7, 9, 10, 11]",5438,2673,2127250,3571128
8,"[0, 1, 3, 4, 8, 9, 10, 11]",4353,2459,1700401,3022111
8,"[0, 1, 3, 5, 6, 7, 8, 9]",4452,2356,1631631,2774190
8,"[0, 1, 3, 5, 6, 7, 8, 10]",4390,2283,1605700,2604903
8,"[0, 1, 3, 5, 6, 7, 8, 11]",5356,2644,2126428,3494046
8,"[0, 1, 3, 5, 6, 7, 9, 10]",4611,2363,1640863,2790703
8,"[0, 1, 3, 5, 6, 7, 9, 11]",5577,2675,2144200,3576475
8,"[0, 1, 3, 5, 6, 7, 10, 11]",5515,2650,2135615,3509925
8,"[0, 1, 3, 5, 6, 8, 9, 10]",3526,2149,1221025,2308026
8,"[0, 1, 3, 5, 6, 8, 9, 11]",4492,2487,1732986,3091341
8,"[0, 1, 3, 5, 6, 8, 10, 11]",4430,2470,1727888,3049215
8,"[0, 1, 3, 5, 6, 9, 10, 11]",4651,2499,1745688,3121251
8,"[0, 1, 3, 5, 7, 8, 9, 10]",4460,2324,1623418,2699326
8,"[0, 1, 3, 5, 7, 8, 9, 11]",5426,2666,2135585,3552445
8,"[0, 1, 3, 5, 7, 8, 10, 11]",5364,2634,2125327,3467661
8,"[0, 1, 3, 5, 7, 9, 10, 11]",5585,2675,2144777,3576475
8,"[0, 1, 3, 5, 8, 9, 10, 11]",4500,2493,1737067,3106278
8,"[0, 1, 3, 6, 7, 8, 9, 10]",4246,2349,1607780,2757726
8,"[0, 1, 3, 6, 7, 8, 9, 11]",5212,2666,2112150,3552445
8,"[0, 1, 3, 6, 7, 8, 10, 11]",5150,2641,2104074,3486120
8,"[0, 1, 3, 6, 7, 9, 10, 11]",5371,2673,2121818,3571128
8,"[0, 1, 3, 6, 8, 9, 10, 11]",4286,2435,1685798,2963395
8,"[0, 1, 3, 7, 8, 9, 10, 11]",5220,2665,2113223,3549780
8,"[0, 1, 4, 5, 6, 7, 8, 9]",3421,1937,967626,1875016
8,"[0, 1, 4, 5, 6, 7, 8, 10]",3359,1831,938454,1675365
8,"[0, 1, 4, 5, 6, 7, 8, 11]",4325,2466,1611410,3039345
8,"[0, 1, 4, 5, 6, 7, 9, 10]",3580,1933,977198,1867278
8,"[0, 1, 4, 5, 6, 7, 9, 11]",4546,2498,1630405,3118753
8,"[0, 1, 4, 5, 6, 7, 10, 11]",4484,2475,1621168,3061575
8,"[0, 1, 4, 5, 6, 8, 9, 10]",2495,1494,423651,1115271
8,"[0, 1, 4, 5, 6, 8, 9, 11]",3461,2143,1095982,2295153
8,"[0, 1, 4, 5, 6, 8, 10, 11]",3399,2133,1090619,2273778
8,"[0, 1, 4, 5, 6, 9, 10, 11]",3620,2164,1109665,2340366
8,"[0, 1, 4, 5, 7, 8, 9, 10]",3429,1873,956687,1753128
8,"[0, 1, 4, 5, 7, 8, 9, 11]",4395,2483,1620123,3081403
8,"[0, 1, 4, 5, 7, 8, 10, 11]",4333,2450,1609128,3000025
8,"[0, 1, 4, 5, 7, 9, 10, 11]",4554,2496,1629898,3113760
8,"[0, 1, 4, 5, 8, 9, 10, 11]",3469,2147,1099239,2303731
8,"[0, 1, 4, 6, 7, 8, 9, 10]",3215,1904,932917,1811656
8,"[0, 1, 4, 6, 7, 8, 9, 11]",4181,2480,1588345,3073960
8,"[0, 1, 4, 6, 7, 8, 10, 11]",4119,2457,1579696,3017196
8,"[0, 1, 4, 6, 7, 9, 10, 11]",4340,2491,1598669,3101295
8,"[0, 1, 4, 6, 8, 9, 10, 11]",3255,2042,1033835,2083861
8,"[0, 1, 4, 7, 8, 9, 10, 11]",4189,2476,1588401,3064050
8,"[0, 1, 5, 6, 7, 8, 9, 10]",3362,1930,962246,1861485
8,"[0, 1, 5, 6, 7, 8, 9, 11]",4328,2482,1614717,3078921
8,"[0, 1, 5, 6, 7, 8, 10, 11]",4266,2460,1605983,3024570
8,"[0, 1, 5, 6, 7, 9, 10, 11]",4487,2495,1624983,3111265
8,"[0, 1, 5, 6, 8, 9, 10, 11]",3402,2131,1085912,2269515
8,"[0, 1, 5, 7, 8, 9, 10, 11]",4336,2481,1614724,3076440
8,"[0, 1, 6, 7, 8, 9, 10, 11]",4122,2470,1581581,3049215
8,"[0, 2, 3, 4, 5, 6, 7, 8]",4289,2278,1605860,2593503
8,"[0, 2, 3, 4, 5, 6, 7, 9]",4510,2363,1641134,2790703
8,"[0, 2, 3, 4, 5, 6, 7, 10]",4448,2285,1614956,2609470
8,"[0, 2, 3, 4, 5, 6, 7, 11]",5414,2650,2136096,3509925
8,"[0, 2, 3, 4, 5, 6, 8, 9]",3425,2134,1220082,2275911
8,"[0, 2, 3, 4, 5, 6, 8, 10]",3363,2065,1197453,2131080
8,"[0, 2, 3, 4, 5, 6, 8, 11]",4329,2457,1727215,3017196
8,"[0, 2, 3, 4, 5, 6, 9, 10]",3584,2146,1232849,2301585
8,"[0, 2, 3, 4, 5, 6, 9, 11]",4550,2483,1745009,3081403
8,"[0, 2, 3, 4, 5, 6, 10, 11]",4488,2468,1739889,3044278
8,"[0, 2, 3, 4, 5, 7, 8, 9]",4359,2324,1623668,2699326
8,"[0, 2, 3, 4, 5, 7, 8, 10]",4297,2191,1593445,2399145
8,"[0, 2, 3, 4, 5, 7, 8, 11]",5263,2632,2125777,3462396
8,"[0, 2, 3, 4, 5, 7, 9, 10]",4518,2326,1632646,2703975
8,"[0, 2, 3, 4, 5, 7, 9, 11]",5484,2671,2145242,3565785
8,"[0, 2, 3, 4, 5, 7, 10, 11]",5422,2637,2134764,3475566
8,"[0, 2, 3, 4, 5, 8, 9, 10]",3433,2109,1215357,2222886
8,"[0, 2, 3, 4, 5, 8, 9, 11]",4399,2476,1736372,3064050
8,"[0, 2, 3, 4, 5, 8, 10, 11]",4337,2454,1729579,3009831
8,"[0, 2, 3, 4, 5, 9, 10, 11]",4558,2491,1749062,3101295
8,"[0, 2, 3, 4, 6, 7, 8, 9]",4145,2349,1608141,2757726
8,"[0, 2, 3, 4, 6, 7, 8, 10]",4083,2272,1582556,2579856
8,"[0, 2, 3, 4, 6, 7, 8, 11]",5049,2642,2104663,3488761
8,"[0, 2, 3, 4, 6, 7, 9, 10]",4304,2355,1617749,2771835
8,"[0, 2, 3, 4, 6, 7, 9, 11]",5270,2672,2122419,3568456
8,"[0, 2, 3, 4, 6, 7, 10, 11]",5208,2647,2114204,3501981
8,"[0, 2, 3, 4, 6, 8, 9, 10]",3219,2081,1172824,2164240
8,"[0, 2, 3, 4, 6, 8, 9, 11]",4185,2418,1685551,2922153
8,"[0, 2, 3, 4, 6, 8, 10, 11]",4123,2410,1681487,2902845
8,"[0, 2, 3, 4, 6, 9, 10, 11]",4344,2437,1699254,2968266
8,"[0, 2, 3, 4, 7, 8, 9, 10]",4153,2318,1600310,2685403
8,"[0, 2, 3, 4, 7, 8, 9, 11]",5119,2662,2113798,3541791
8,"[0, 2, 3, 4, 7, 8, 10, 11]",5057,2630,2103915,3457135
8,"[0, 2, 3, 4, 7, 9, 10, 11]",5278,2670,2123347,3563115
8,"[0, 2, 3, 4, 8, 9, 10, 11]",4193,2430,1690637,2951235
