subset_size,total_cost,subset_indices,AV,CC,PAIRS,CONS,alpha_AV,alpha_CC,alpha_PAIRS,alpha_CONS
8,489900,"[1, 2, 8, 10, 3, 0, 6, 9]",1362,273,35210,37128,0.705334023821854,0.978494623655914,0.9683452050273644,0.9573760346561461
7,174900,"[1, 2, 8, 10, 3, 0, 11]",1179,270,34147,36315,0.6105644743656137,0.967741935483871,0.93911058551745,0.9364121605941054
7,449900,"[1, 2, 8, 10, 3, 0, 9]",1200,273,34952,37128,0.6214396685655101,0.978494623655914,0.9612496906025687,0.9573760346561461
6,63050,"[1, 2, 8, 10, 3, 5]",1014,262,31385,34191,0.525116519937856,0.9390681003584229,0.8631500783806826,0.8816430726386633
7,96050,"[1, 2, 8, 10, 3, 5, 4]",1181,267,32661,35511,0.6116002071465562,0.956989247311828,0.8982426225901378,0.9156803589386555
8,136050,"[1, 2, 8, 10, 3, 5, 4, 6]",1343,268,33228,35778,0.6954945624029001,0.9605734767025089,0.9138362531283518,0.9225651736675176
9,261050,"[1, 2, 8, 10, 3, 5, 4, 6, 11]",1458,272,33733,36856,0.7550491973070947,0.974910394265233,0.9277247600451033,0.9503622908125113
8,221050,"[1, 2, 8, 10, 3, 5, 4, 11]",1296,271,33171,36585,0.6711548420507509,0.9713261648745519,0.912268639476362,0.943374332791831
8,496050,"[1, 2, 8, 10, 3, 5, 4, 9]",1317,275,34333,37675,0.6820300362506473,0.985663082437276,0.9442259563818377,0.9714808798122793
7,103050,"[1, 2, 8, 10, 3, 5, 6]",1176,263,32019,34453,0.6090108751941999,0.942652329749104,0.8805863425098319,0.8883989582527526
8,228050,"[1, 2, 8, 10, 3, 5, 6, 11]",1291,267,32525,35511,0.6685655100983946,0.956989247311828,0.894502351420478,0.9156803589386555
7,188050,"[1, 2, 8, 10, 3, 5, 11]",1129,266,31896,35245,0.5846711548420508,0.953405017921147,0.8772035972608014,0.908821330032748
7,463050,"[1, 2, 8, 10, 3, 5, 9]",1150,273,33399,37128,0.5955463490419471,0.978494623655914,0.9185390940843211,0.9573760346561461
